title,video_len,views,date_time,video_link,thumbnail_link,likes,Description
Behind The Scenes | Mere Dil Gaaye Ja (Zooby Zooby) | Dhokha: Round D Corner | R. Madhavan Khushalii,2:03,162K views,1 day ago,https://www.youtube.com/watch?v=izvYaaNXjeM,https://i.ytimg.com/vi/izvYaaNXjeM/hqdefault.jpg,5.2K,"Presenting behind the scenes of the song, #MereDilGaayeJa (#ZoobyZooby) from the movie, DHOKHA: Round D Corner, starring R. Madhavan, Khushalii Kumar, Darshan Kumar, Aparshakti KhuranaFull Song: https://youtu.be/01sqAN-MTusGulshan Kumar & T Series PresentsA T Series Films Production, ""DHOKHA: Round D Corner""♪Full Song Available on♪ JioSaavn: https://bit.ly/3CPpwBYSpotify: https://spoti.fi/3q1cucZHungama: https://bit.ly/3cCQXEqGaana: https://bit.ly/3R2ni6zApple Music: https://apple.co/3PU54mwAmazon Prime Music: https://amzn.to/3ToMgidWynk: https://bit.ly/3Q1H1SPResso: https://bit.ly/3pSqllYiTunes: https://apple.co/3RnUXrsYouTube Music: https://bit.ly/3CBOMf8Song Credits:Song: Mere Dil Gaaye Ja (Zooby Zooby)Singers:  Zahrah S. Khan & Yash NarvekarMusic Recreated by: Tanishk BagchiLyrics: KumaarArrangement & Programming: Tanishk BagchiAdditional Programming: Ganesh WaghelaMix and Master: Eric Pillai at Future Sound of BombayMix Assistant Engineer: Michael Edwin PillaiVideo Credits:Director & Choreographer: Adil Shaikh Dop: Maneesh Bhat Project Manager: Roman Sarkar Executive Production: Featherfeet Entertainment (Aliza shaikh)Assistance:  Serene, Mac, Debu Costume Stylist: Arpita SarkarPost production: shake and cut studioOffline: Oswin Reveredo Assistant: Ulleses CorreiaOriginal CreditsSong : Zooby ZoobyMovie : Dance DanceSinger : Alisha ChinaiMusic Director : Bappi LahiriLyrics : AnjaanMusic Label : T-Series_________________________________Enjoy & stay connected with us!👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube👉 Like us on Facebook: https://www.facebook.com/tseriesmusic👉 "
"Manike:Thank God | Nora Fatehi, Sidharth M | Tanishk,Yohani,Jubin,Surya R | Rashmi Virag | Bhushan K",3:01,24M views,2 days ago,https://www.youtube.com/watch?v=_B6T8O15Ohk,https://i.ytimg.com/vi/_B6T8O15Ohk/hqdefault.jpg,879K,"Join the #ManikeMove dance challenge on YouTube Shorts#DanceWithNora An angel is coming to rock your world ""Be Ready"", say #ThankGod  Presenting the sizzling song of the year, ""Manike"" from the movie, ""Thank God"" charmed by Nora Fatehi and Sidharth Malhotra. Sung by Yohani, Jubin Nautiyal & Surya Ragunnathan  ♪Full Song Available on♪ JioSaavn: https://bit.ly/3qGKz2m Spotify: https://bit.ly/3BoM5ey Hungama: https://bit.ly/3RNrdEJ Apple Music: https://bit.ly/3RQX7AeAmazon Prime Music: https://bit.ly/3RQJvoDWynk: https://bit.ly/3qNIz8wResso: https://bit.ly/3UhQ9G0iTunes: https://bit.ly/3eROkQ0YouTube Music: https://bit.ly/3BUynlnSong: ManikeSinger: Yohani, Jubin Nautiyal & Surya RagunnathanMusic: Tanishk Bagchi, Chamath SangeethLyrics: Rashmi Virag, Dulan ARX (Dulanja Alwis)Rap Lyrics: Mellow DDirector of Choreography: Ganesh HegdeProgramming and Arrangement by: Tanishk BagchiAdditional Programming: Ganesh Waghela & Krishna KishoreMix and Master: Eric Pillai at Sound of BombayMix Assistant Engineer: Michael Edwin PillaiMusic Label: T-SeriesOriginal Song Credits:Song: Manike Mage HitheSingers: Yohani and SatheeshanMusic : Chamath SangeethLyrics : Dulan ARX_________________________________Enjoy & stay connected with us!👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube👉 Like us on Facebook: https://www.facebook.com/tseriesmusic👉 "
Banaras: Troll Song | Naksash Aziz | Zaid Khan | Sonal Monteiro | Jayathirtha | B. Ajaneesh Loknath,3:21,310K views,2 days ago,https://www.youtube.com/watch?v=0SH1ks2vmZE,https://i.ytimg.com/vi/0SH1ks2vmZE/hqdefault.jpg,2.2K,"National Khans Production Presenting Official Lyrical Video Song – “Troll Song” From The Most Awaited Magnum Opus Of The Season “Banaras” : Pan India Release Starring Zaid Khan And Sonal Monterio In The Lead Role.Produced By: Tilakraj BallalCo:Producer : Muzammil Ahmed Khan.Directed By: Jayathirtha.Star Cast: Zaid Khan. Sonal Monteiro. Sujay Shastry. Devaraj, Achyuth Kumar. Sapna Raj. Barkath AliMusic Director: B. Ajaneesh Loknath Lyrics : Arafat Mehamood Singer : Naksash Aziz Key Board : B. Ajaneesh LoknathRhythm : AndrusonAdditional Vox Sheshank & GroupMixed & Mastered By Sajayan Kumar, Renu Digi Studio BangaloreVocals Recorded By: Amey Londhe, Audio Garage MumbaiMusic Production: Bobby C. R., B. Ajaneeshloknath, Abbs StudiosWritten & Directed By : JayathirthaMusic : B. Ajaneesh Loknath.Dop: Advaitha Gurumurthy.Action: A.Vuay, Different Danny.Dialogue : Rajan Agarwal Lyrics : Arafat MehmoodEditor: K M PrakashArt: Arun Sagar, Seenu.Choreographer: Jayathirtha, A Harsha.Post Supervisor – Rohith Chickmagaluru Costume: Rashmi, Puttaraju.Executive Producer: Charan Suvarna, Yb Reddy.Production Controller : B.Thimme Gowdaa ( Jocky)Publicity Design: Ashwin Ramesh.Audiography :  Rajakrishnan M RSound Design: Sharon J Manohar Binoy Singh.DI Colourist : RangaCGI: Igene StudioDirection Department: Ramesh Nagaraj,Rohith Chickmagaluru,Guru Arya, Hoysala J,Anil Meravanige, Jagadish P Suliya.PR: Films Max Brand Promotions & PrDigital Media :: Redant Brand PromotionsMusic On Lahari Music & T:Series._________________________________Enjoy & stay connected with us!👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube👉 Like us on Facebook: https://www.facebook.com/tseriesmusic👉 "
#norafatehi 💃 Kusu Kusu 💃😍 💃 Nora Fatehi Dance Status Video 😍 #shorts 💗 Hot Dance Nora Fatehi,SHORTS,366K views,2 days ago,https://www.youtube.com/shorts/ogyla43oL5A,https://i.ytimg.com/vi/ogyla43oL5A/hq720_2.jpg,19K,
"Manike (Teaser):Thank God | Nora Fatehi, Sidharth M | Tanishk,Yohani,Jubin | Rashmi Virag| Bhushan K",0:30,1.5M views,2 days ago,https://www.youtube.com/watch?v=E0khpjVNzpY,https://i.ytimg.com/vi/E0khpjVNzpY/hqdefault.jpg,70K,"An angel is coming to rock your world ""Be Ready"" and say #ThankGod Presenting the teaser of the song ""#Manike "" from the movie, ""Thank God"" charmed by Nora Fatehi and Sidharth Malhotra. Sung by Yohani, Jubin Nautiyal & Surya RagunnathanSong: ManikeSinger: Yohani, Jubin Nautiyal & Surya RagunnathanMusic: Tanishk Bagchi, Chamath SangeethLyrics: Rashmi Virag, Dulan ARX (Dulanja Alwis)Rap Lyrics: Mellow DChoreographer: Ganesh HegdeProgramming and Arrangement by: Tanishk BagchiAdditional Programming: Ganesh Waghela & Krishna KishoreMix and Master: Eric Pillai at Sound of BombayMix Assistant Engineer: Michael Edwin PillaiMusic Label: T-SeriesOriginal Song Credits:Song: Manike Mage HitheSingers: Yohani and SatheeshanMusic : Chamath SangeethLyrics : Dulan ARX_________________________________Enjoy & stay connected with us!👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube👉 Like us on Facebook: https://www.facebook.com/tseriesmusic👉 "
#norafatehi 💃 Chhor Denge 💔 Nora Fatehi Dance Status Video 😍 #shorts 💗 Hot Dance Nora Fatehi,SHORTS,2M views,2 days ago,https://www.youtube.com/shorts/DkZO9SGRA4g,https://i.ytimg.com/vi/DkZO9SGRA4g/hq720_2.jpg,105K,
"Tu Banke Hawa - Dhokha: Round D Corner | R. Madhvan, Khushalli Kumar |Jubin Nautiyal | Gourov,Devshi",3:56,4M views,3 days ago,https://www.youtube.com/watch?v=_tIw_UYxNHs,https://i.ytimg.com/vi/_tIw_UYxNHs/hqdefault.jpg,57K,"Presenting the song, ""Tu Banke Hawa"" from the movie, Dhokha: Round D Corner. Starring R. Madhvan, Khushalli Kumar, sung by Jubin Nautiyal♪Full Song Available on♪ JioSaavn: https://bit.ly/3LbAx2XSpotify: https://bit.ly/3qBPSjQHungama: https://bit.ly/3S1Ps1JApple Music: https://apple.co/3eOv1qXAmazon Prime Music: https://amzn.to/3BHmRcVWynk: https://bit.ly/3xpQQmZResso: https://bit.ly/3dk3zRdiTunes: https://apple.co/3QXb12NYouTube Music: https://bit.ly/3DmfyZkSong: Tu Banke HawaMusic: Gourov Dasgupta Singer: Jubin Nautiyal Lyrics: Devshi KhanduriProgrammed By: Som Riggs Mixed & Mastered By: Kohinoor Mukherjee_________________________________Enjoy & stay connected with us!👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube👉 Like us on Facebook: https://www.facebook.com/tseriesmusic👉 "
Vikram In Action: Vikram Vedha | Saif Ali Khan as Vikram | Behind The Scenes | Hindi Movie 2022,1:16,854K views,3 days ago,https://www.youtube.com/watch?v=nGf5xkRz6uM,https://i.ytimg.com/vi/nGf5xkRz6uM/hqdefault.jpg,33K,"Presenting Behind The scenes from the sets of Vikram Vedha. Saif Ali Khan getting into the skins of ""Vikram""Vikram Vedha is an action-thriller showcasing the face-off between a tough cop Vikram (Saif Ali Khan) and a dreaded gangster Vedha (Hrithik Roshan). The film underlines 'Between Good & Evil, what you choose, defines you'.""Vikram Vedha"" presented by Gulshan Kumar, T-Series and Reliance EntertainmentIn association with Friday Filmworks & Jio StudiosA YNOT Studios ProductionDirected by Pushkar & GayatriProduced by Bhushan Kumar, Krishan Kumar, S. Sashikanth, Reliance Entertainment & Friday FilmworksA PVR Pictures, Pen Marudhar & Home Screen Entertainment ReleaseVikram Vedha hitting cinemas worldwide on 30th September 2022.Starring: Hrithik Roshan, Saif Ali Khan, Radhika Apte, Rohit Saraf, Yogita Bihani, Sharib Hashmi and Satyadeep Misra._________________________________Enjoy & stay connected with us!👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube👉 Like us on Facebook: https://www.facebook.com/tseriesmusic👉 "
Thank God (Trailer Screening) Ft. Sidharth Malhotra | Indra Kumar | Bhushan Kumar,1:08,238K views,3 days ago,https://www.youtube.com/watch?v=eB4JGq6uCGM,https://i.ytimg.com/vi/eB4JGq6uCGM/hqdefault.jpg,7.6K,"Iss Deepawali Hoga, Sabhi Karmo Ka HisaabBook Your Tickets Now: 👉 https://bookmy.show/Thank-God-VoucherA man, full of all sins and confusion reaches to “Yamlok” where Chitragupt offers him to play a game of life. Mr. Indra Kumar promises to put all the viewers on a hilarious rollercoaster ride with #ThankGod  Presenting the trailer screening of the movie, ""Thank God"" starring Ajay Devgn, Sidharth Malhotra, RakulpreetGulshan Kumar, T-Series & Maruti International PresentA T-Series Films & Maruti International Production""Thank God""Directed By:  Indra KumarProduced By:  Bhushan Kumar, Krishan KumarProduced By: Ashok Thakeria, Sunir Kheterpal, Deepak MukutProduced By:  Indra Kumar, Anand Pandit, Markand AdhikariCo-Producers:  Shiv Chanana, Yash ShahPresident Global Digital Business & Legal (T-Series): Neeraj KalyanWritten By:  Aakash Kaushik, Madhur SharmaDirector Of Photography: Aseem Bajaj, GBCTEditor:  Dharmendra Sharma (A.F.V.E.)Music:  Tanishk Bagchi, Rochak Kohli, Anand Raaj Anand, Chamath SangeethLyrics:  Manoj Muntashir, Rashmi-Virag, Sameer, Dulan ARX, Mellow DAssociate Producer: Dilip MistrySound Designer: Pradeep SuriProduction Designer: Bhavik M. DalwadiAction Director:  R. P. YadavDirector Of Choreography: Ganesh Hegde, Tushar Kalia, Dilip MestryBackground Music: Amar MohileProject Manager:  Alok Kumar ShuklaFilm Content Team (T-Series):  Farahjaan SheikhMarketing & Promotions (T-Series) :  Shivam Chanana, Raj Chanana, Prashant Shetty, Mita Choudhary, Rahul Dubey, Amol Bhamare, Heett Savla,Music on: T-Series Music Team (T-Series): Raj Chanana, Shivam Chanana, Sonal Chawla, Sonu Srivastava, Vivin SachdevaPublicity Design By:  Himanshu/Rahul Nanda (H-One)Media Consultant: Parag Desai (Universal Communications)Marketing Director: Varun Gupta (Max)Digital Marketing: White Rivers MediaVisual Promotions: Trigger Happy Entertainment NetworkVFX: Ny VfxwaalaCreative Head: Naveen PaulVFX Supervisor: Sohel K. ShaikhVFX Line Producer: Bhoomika Jethwa PrajapatiCOO: N Vinoth GaneshDI: Ny Di-WaalaColorist:  Jayadev Tiruveaipati (Jd)DI Head of Production:  Sameer Vasudeo ArekarExecutive Producer: Pitambar Kharal (Ganesh)Line Producer: Awadhesh UpadhyayPost Production Head: Tarang Vaidya _________________________________Enjoy & stay connected with us!👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube👉 Like us on Facebook: https://www.facebook.com/tseriesmusic👉 "
Dhokha: Round D Corner | Dialogue Promo 01: Terrorist Chhupa Hua Hai | 23rd Sep 2022 | Bhushan Kumar,0:30,127K views,4 days ago,https://www.youtube.com/watch?v=FBgmFGOoaLs,https://i.ytimg.com/vi/FBgmFGOoaLs/hqdefault.jpg,3.5K,"""Yahan Har Kadam Par Dhokha Hai"" Pata karo #SachKyaHai Presenting, Dialogue Promo 01: ""Terrorist Chhupa Hua Hai"" from the movie, #DhokhaRoundDCorner starring R. Madhavan, Khushalii Kumar, Darshan Kumar, Aparshakti KhuranaGulshan Kumar & T Series PresentsA T Series Films Production, ""DHOKHA: Round D Corner""Produced By: Bhushan Kumar, Krishan Kumar, Dharmendra Sharma, Vikrant SharmaA Film by Kookie Gulati and is slated to hit cinemas on 23rd September 2022.Co-Producer  Shiv Chanana   President Global Digital Business & Legal (T-Series) Neeraj KalyanWritten By : Kookie Gulati Dialogues And Additional Screenplay: Neeraj Singh Dop: Amit Roy Production Design: Durgaprasad Mahapatra Editor: Dharmendra Sharma (A.F.V.E)Project Manager: Alok Kumar Shukla  Marketing & Promotions  Shivam Chanana, Raj Chanana, Prashant Shetty, Mita Choudhary, Rahul Dubey, Amol Bhamare, Heett SavlaMusic On: T-Series  Music Team: Raj Chanana, Shivam Chanana, Sonal Chawla, Sonu Srivastava, Vivin SachdevaCostume Designers: Sanam RatnasiHead Of Production (T-Series): Mahipal Karan Rathore Associate Director: Ameet SiinghMusic : Tanishk Bagchi, Bappi Lahiri, Rochak KohliLyrics: Kumaar, AnjaanAction Director: Abbas Ali Moghul Background Music: Amar MohileSound Designer: Kaarthic SenthilRe-Recording Mixer: Akash Sengupta & Yogesh Nehe,Executive Producer: Meenakshi PandeyPost Production: The Post Co. Casting Director: Mukesh Chhabra(Csa)  Hair And Make Up Designer. :Rebecca Rodrigues,Choreographer: Ranju Varghese   Publicity Design: Himanshu & Rahul Nanda (H-One)  Di: Red Chillies Color Colorist: Ken Metzker Vfx: After Studios Creative Head: Rajeev Rajasekharan (After Studios)Visual Promotion: Just Right Studioz NxPr Agency: Communiqué Film Pr Marketing Director: Varun Gupta (Max) Digital Marketing: Little Monk Doyenne_________________________________Enjoy & stay connected with us!👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube👉 Like us on Facebook: https://www.facebook.com/tseriesmusic👉 "
#KatrinaKaif #AkshayKumar - Teri Galliyon Se #sadstatus #shorts,SHORTS,253K views,4 days ago,https://www.youtube.com/shorts/EZ_n0ZixprQ,,13K,
"Behind The Scenes: Baarish Mein Tum | Gauahar Khan, Zaid Darbar | Adil Shaikh",2:49,160K views,4 days ago,https://www.youtube.com/watch?v=_HaZigUKjG0,,5.6K,"Presenting Behind the scenes from the sets of, ""Baarish Mein Tum"" sung by the lovely duo, Neha Kakkar and Rohanpreet Singh, music directed and composed by Showkidd, Harsh Kargeti. Starring Gauahar Khan and Zaid DarbarFull Video: https://youtu.be/1UZbI-GZ-Bg♪Full Song Available on♪ JioSaavn: https://bit.ly/3RyC9pmHungama: https://bit.ly/3TGnM4fGaana: https://bit.ly/3ep3uMsApple Music: https://bit.ly/3QhFbx2Amazon Prime Music: https://bit.ly/3KUmZJ2Wynk: https://bit.ly/3KLdImmResso: https://bit.ly/3cLa3ICiTunes: https://bit.ly/3KKVC3XYouTube Music: https://bit.ly/3CYbWMJSong Credits:Song: Baarish Mein TumSinger: Neha Kakkar, Rohanpreet SinghFeaturing: Gauahar Khan, Zaid Darbar Music: ShowkiddComposed by: Showkidd, Harsh KargetiLyrics: SamayDirector: Adil ShaikhSpecial thanks: Apoorv Ghai, Mansi Singh and Pavneet SehgalBehind The Scenes: Vijay SolankiPoster Stills: Amarnath Yadav Music Label: T-SeriesAdditional Audio Credits:Music Produced, Designed & Orchestrated by Bharat GoelMusic arranger and Keys: Firoz KhanGuitars performed by Mohit DograFlute performed by Parth ShankarMandolin performed by AkhtarMixed & Mastered by Bharat Goel at Global Sound Labs BVocals recorded @ studio5o4 Engineer: Rahul M Sharma Samir DharapVideo Credits:Director & Choreographer: Adil Shaikh Dop: Maneesh Bhat Project Manager: Roman Sarkar Executive Production: Featherfeet Entertainment (Aliza Shaikh)Assistance: Vishrut, Nupur, Serene Costume Stylist: Arpita SarkarPost Production: Shake and Cut StudioOffline: Oswin Reveredo Asst: Ulleses Correia_________________________________Enjoy & stay connected with us!👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube👉 Like us on Facebook: https://www.facebook.com/tseriesmusic👉 "
Dheere Dheere Se - Old vs New Song Status | #lovestatus #shorts,SHORTS,343K views,5 days ago,https://www.youtube.com/shorts/dZKIcpktMvk,,25K,
Botal Mein Jahar: Woh 3 Din | Sanjay Mishra | Raaj Aashoo| Pancham Singh | Chandan Roy |Panchu Band,2:03,10M views,5 days ago,https://www.youtube.com/watch?v=kXcSfk75Ads,,80K,"Presenting the song, Botal Mein Jahar from the movie, Woh 3 Din sung by Panchu Band. Starring, Sanjay Mishra in lead, directed by Raaj Aashoo.♪Full Song Available on♪ JioSaavn: https://bit.ly/3ePf03IHungama: https://bit.ly/3RT6uz8Apple Music: https://apple.co/3Do64N2Amazon Prime Music: https://amzn.to/3DFwhqPWynk: https://bit.ly/3S435xkiTunes: https://apple.co/3RZKnaeSong: Botal Mein JaharMusic By: Raaj AashooLyrics By: Pancham SinghSinger: Panchu BandMusic Production: Sanjay ChhipelkarMixed and Mastered By: Vijay DayalVocals Recorded At: Aminor StudiosSpecial Thanks: Aditya DevFeaturing: Sanjay Mishra, Rajesh Sharma, Chandan Roy Sanyal, Purva Parag, Rakesh Srivastava, Payel Mukherjee, Sneha SinghWritten By: Seepi JhaDirected By: Raaj AashooProduced By: Pancham Singh Co-Produced By: Dhirendra Shukla & Kalapi NagadaAssociate Producer: Harjinder Singh GilDop: Jigar KhanEditor: Amit AanandArt: Sandhya SharmaArtwork & Motion Video: Abhinay SoniWoh 3 Din Is Releasing On 30th September 2022._________________________________Enjoy & stay connected with us!👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube👉 Like us on Facebook: https://www.facebook.com/tseriesmusic👉 "
"Guru Randhawa: Fake Love (Video) Man of The Moon | Sanjoy, Royal Maan, Amar Sandhu | Bhushan Kumar",2:40,8.1M views,6 days ago,https://www.youtube.com/watch?v=kPrtme38EOg,,308K,"Presenting the video version of the song, Fake Love sung by Guru Randhawa and Amar Sandhu, composed and music produced by Sanjoy, penned by Amar Sandhu and Royal Maan♪Full Song Available on♪ JioSaavn: https://bit.ly/3wiJYYcSpotify: https://spoti.fi/3PV2q01Hungama: https://bit.ly/3QXjHX6Gaana: https://bit.ly/3PBwcXbApple Music: https://apple.co/3KcJMiDAmazon Prime Music: https://amzn.to/3ADrVhTWynk: https://bit.ly/3CEm79pResso: https://bit.ly/3ccgog1iTunes: https://apple.co/3CmCUgMYouTube Music: https://bit.ly/3AArbdkSong credits: Song: Fake Love Music: SanjoyLyrics: Royal Maan, Amar SandhuSinger: Guru Randhawa, Amar SandhuFeaturing: Guru Randhawa, Siana Atanasova, Sanjoy, Amar SandhuVideo Director: Rupan BalMusic Produced by: SanjoyMixed by SanjoyMastered by Ryan ShanahanVideo Credits:Producer: Grisha Paraskov, Alexander PenevDirector: Rupan BalEditor/Colourist/VFX: DilpreetVFXCreative Director/Designer: Anmol RainaAssistant Designer: Ralitza LaskovaOperator: ChrisDP: Grisha ParaskovChoreography: Rajat Batta, Tosha BattaAD: Martin Raykovski, Prabh SinghCo-Dir: Grisha Paraskov_________________________________Enjoy & stay connected with us!👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube👉 Like us on Facebook: https://www.facebook.com/tseriesmusic👉 "
"Vikram Vedha Trailer Screenings For Fans (10 Cities) | Hrithik Roshan, Radhika Apte | Bhushan Kumar",1:58,197K views,6 days ago,https://www.youtube.com/watch?v=63773DUK2mU,,7.7K,"For the first time ever in the history of Indian Cinema, exclusive preview screenings of the trailer were held for the fans a day before its launch, in 10 cities!#VikramVedhaTrailer out now: https://bit.ly/VikramVedha-OfficialTr... Buy the @bookmyshow voucher: https://bookmy.show/VikramVedha-Voucher#VikramVedha hitting cinemas worldwide on 30th September 2022Vikram Vedha is an action-thriller showcasing the face-off between a tough cop Vikram (Saif Ali Khan) and a dreaded gangster Vedha (Hrithik Roshan). The film underlines 'Between Good & Evil, what you choose, defines you'.""Vikram Vedha"" presented by Gulshan Kumar, T-Series and Reliance EntertainmentIn association with Friday Filmworks & Jio StudiosA YNOT Studios ProductionDirected by Pushkar & GayatriProduced by Bhushan Kumar, Krishan Kumar, S. Sashikanth, Reliance Entertainment & Friday FilmworksA PVR Pictures, Pen Marudhar & Home Screen Entertainment ReleaseStarring: Hrithik Roshan, Saif Ali Khan, Radhika Apte, Rohit Saraf, Yogita Bihani, Sharib Hashmi and Satyadeep Misra._________________________________Enjoy & stay connected with us!👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube👉 Like us on Facebook: https://www.facebook.com/tseriesmusic👉 "
Ek Number Dance Hits (Video Jukebox) | Dance Hit Songs 2022 | Naacho Naacho,34:42,99K views,6 days ago,https://www.youtube.com/watch?v=yMzhRVu1CBc,,4K,"Presenting the video dance number hit of 2022, the compilation contains top energetic dance numbers Track List: 🎵 The Punjaabban – Jugjugg Jeeyo 👉  00:00:15🎵 Bhool Bhulaiyya 2 Title Track 👉  00:03:47🎵 Saami Saami – Pushpa 👉  00:07:42🎵 Naacho Naacho – Rrr 👉  00:10:55🎵 Kusu Kusu – Satyamev Jayate 2 👉  00:15:30🎵 Meethi Meethi – Jubin 👉  00:18:28🎵 Abhi Toh Party Shuru Huyi Hai – Khoobsurat 👉  00:21:40🎵 Ra Ra Rakkamma – Vikrant Rona 👉  00:24:34🎵 Gali Gali – Kgf 👉  00:28:14🎵 Oo Bolega Ya – Pushpa 👉  00:31:06_________________________________Enjoy & stay connected with us!👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube👉 Like us on Facebook: https://www.facebook.com/tseriesmusic👉 "
"Vikram Vedha Trailer Launch Event | Hrithik Roshan, Radhika Apte | Fans Reaction | Bhushan Kumar",1:14,288K views,7 days ago,https://www.youtube.com/watch?v=ogfPfLUW3DQ,,11K,"Catch the action on and after the trailer launch of ""Vikram Vedha"" The stars. The fans. The vibe.#VikramVedhaTrailer launch in Mumbai!#VikramVedhaTrailer out now: https://bit.ly/VikramVedha-OfficialTr... Buy the @bookmyshow voucher: https://bookmy.show/VikramVedha-Voucher#VikramVedha hitting cinemas worldwide on 30th September 2022Vikram Vedha is an action-thriller showcasing the face-off between a tough cop Vikram (Saif Ali Khan) and a dreaded gangster Vedha (Hrithik Roshan). The film underlines 'Between Good & Evil, what you choose, defines you'.""Vikram Vedha"" presented by Gulshan Kumar, T-Series and Reliance EntertainmentIn association with Friday Filmworks & Jio StudiosA YNOT Studios ProductionDirected by Pushkar & GayatriProduced by Bhushan Kumar, Krishan Kumar, S. Sashikanth, Reliance Entertainment & Friday FilmworksA PVR Pictures, Pen Marudhar & Home Screen Entertainment ReleaseStarring: Hrithik Roshan, Saif Ali Khan, Radhika Apte, Rohit Saraf, Yogita Bihani, Sharib Hashmi and Satyadeep Misra._________________________________Enjoy & stay connected with us!👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube👉 Like us on Facebook: https://www.facebook.com/tseriesmusic👉 "
"Dhokha: Round D Corner (Trailer) | R. Madhavan, Khushalii, Darshan, Aparshakti | Kookie G, Bhushan K",2:44,18M views,7 days ago,https://www.youtube.com/watch?v=tCSX4d_8oLQ,,329K,"""Yahan Har Kadam Par Dhokha Hai"" Pata karo #SachKyaHai Presenting the official trailer of the movie, #DhokhaRoundDCorner starring R. Madhavan, Khushalii Kumar, Darshan Kumar, Aparshakti KhuranaGulshan Kumar & T Series PresentsA T Series Films Production, ""DHOKHA: Round D Corner""Produced By: Bhushan Kumar, Krishan Kumar, Dharmendra Sharma, Vikrant SharmaA Film by Kookie Gulati and is slated to hit cinemas on 23rd September 2022.Co-Producer  Shiv Chanana   President Global Digital Business & Legal (T-Series) Neeraj KalyanWritten By : Kookie Gulati Dialogues And Additional Screenplay: Neeraj Singh Dop: Amit Roy Production Design: Durgaprasad Mahapatra Editor: Dharmendra Sharma (A.F.V.E)Project Manager: Alok Kumar Shukla  Marketing & Promotions  Shivam Chanana, Raj Chanana, Prashant Shetty, Mita Choudhary, Rahul Dubey, Amol Bhamare, Heett SavlaMusic On: T-Series  Music Team: Raj Chanana, Shivam Chanana, Sonal Chawla, Sonu Srivastava, Vivin SachdevaCostume Designers: Sanam RatnasiHead Of Production (T-Series): Mahipal Karan Rathore Associate Director: Ameet SiinghMusic : Tanishk Bagchi, Bappi Lahiri, Rochak KohliLyrics: Kumaar, AnjaanAction Director: Abbas Ali Moghul Background Music: Amar MohileSound Designer: Kaarthic SenthilRe-Recording Mixer: Akash Sengupta & Yogesh Nehe,Executive Producer: Meenakshi PandeyPost Production: The Post Co. Casting Director: Mukesh Chhabra(Csa)  Hair And Make Up Designer. :Rebecca Rodrigues,Choreographer: Ranju Varghese   Publicity Design: Himanshu & Rahul Nanda (H-One)  Di: Red Chillies Color Colorist: Ken Metzker Vfx: After Studios Creative Head: Rajeev Rajasekharan (After Studios)Visual Promotion: Just Right Studioz NxPr Agency: Communiqué Film Pr Marketing Director: Varun Gupta (Max) Digital Marketing: Little Monk Doyenne_________________________________Enjoy & stay connected with us!👉 Subscribe to T-Series: http://bit.ly/TSeriesYouTube👉 Like us on Facebook: https://www.facebook.com/tseriesmusic👉 "
